id,name,property_type,country,city,county,phone,email,facebook_url,status,message_ro
"1272","Cheile Cibului","pensiune","Romania","Almaşu Mare","Alba","","","https://www.facebook.com/Pensiunea-Agroturistica-Cheile-Cibului-254852648221843/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1275","Casa Alina","pensiune","Romania","Arieşeni","Alba","","casaalina@yahoo.com","https://www.facebook.com/casaalinaarieseni/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1288","Gianina","pensiune","Romania","Arieşeni","Alba","","ariestour@yahoo.com","https://www.facebook.com/pensiuneagianinalike/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1292","Simona","pensiune","Romania","Arieşeni","Alba","","dorinmihais@gmail.com","https://www.facebook.com/pensiuneasimonaarieseni/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1296","Valea Brazilor","pensiune","Romania","Arieşeni","Alba","","mocanioan_81@yahoo.com","https://www.facebook.com/ValeaBrazilor/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1299","Viorica","pensiune","Romania","Arieşeni","Alba","","vacantaarieseni@yahoo.com","https://www.facebook.com/PensiuneaVioricaArieseni/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1326","Maria","pensiune","Romania","Arieşeni","Alba","","pensiuneamaria.vartop@yahoo.com","https://www.facebook.com/Pensiunea-Maria-334288489938901/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1348","Izvorul Arieşului","pensiune","Romania","Arieşeni","Alba","","","https://www.facebook.com/Pensiunea-Izvorul-Ariesului-377328669061741/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1364","Casa Moţilor","pensiune","Romania","Bucium","Alba","","cecilianicola131@gmail.com","https://www.facebook.com/pensiuneacasamotilor/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1368","Giulia","pensiune","Romania","Bucium","Alba","","nicoara_terezia@yahoo.com","https://www.facebook.com/nicoaraterezia/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1377","Cosette","pensiune","Romania","Galda De Jos","Alba","","ludusancristian@yahoo.com","https://www.facebook.com/AgroPensiune-Cosette-551583954990105/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1380","La Poiană","pensiune","Romania","Galda De Jos","Alba","","npensiunealapoiana@yahoo.com","https://www.facebook.com/pensiunelapoiana/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1388","Casa Bună","pensiune","Romania","Gârbova","Alba","","office@pensiuneacasabuna.ro","https://www.facebook.com/pensiuneacasabuna/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1389","La Marian","pensiune","Romania","Gârda De Sus","Alba","","marian_dobra888@yahoo.com","https://www.facebook.com/mariandobra88/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1396","Casa Iunia","pensiune","Romania","Gârda De Sus","Alba","","pensiunea_iunia@yahoo.com","https://www.facebook.com/digvirgil","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1402","Gheţar Scărişoara","pensiune","Romania","Gârda De Sus","Alba","","pascanicodim@yahoo.com","https://www.facebook.com/www.pensiuneascarisoara.ro/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1406","Marydor","pensiune","Romania","Gârda De Sus","Alba","","pensiunea_marydor@yahoo.com","https://www.facebook.com/marydor.ro/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1407","Murmurul Ariesului","pensiune","Romania","Gârda De Sus","Alba","","","https://www.facebook.com/murmurul.ariesului","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1409","Rustic","pensiune","Romania","Gârda De Sus","Alba","","nicugligor2009@yahoo.com","https://www.facebook.com/www.rusticpensiune/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1413","Lia","pensiune","Romania","Gârda De Sus","Alba","","liateodora@yahoo.com","https://www.facebook.com/Pensiunea-Lia-148249245229232/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1419","Căsuţa Din Poveşti","pensiune","Romania","Horea","Alba","","rodica.pavel@gmail.com","https://www.facebook.com/C%C4%83su%C8%9Ba-din-Pove%C5%9Fti-1592875410961160/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1421","Mama Ana","pensiune","Romania","Horea","Alba","","nikeman_ro@yahoo.com","https://www.facebook.com/PensiuneaMamaAnaHorea/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1438","Casa Negrea","pensiune","Romania","Ighiu","Alba","","don10ovidiu@yahoo.com","https://www.facebook.com/casanegrea/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1447","Casa Dintre Vii","pensiune","Romania","Jidvei","Alba","","casadintrevii@gmail.com","https://www.facebook.com/casadintrevii/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1450","Casa De Vacanţă Vălişoara","pensiune","Romania","Livezile","Alba","","ecotour.ardeal@gmail.com","https://www.facebook.com/CasaDeVacantaValisoara/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1463","Casa Ampeia","pensiune","Romania","Meteş","Alba","","razvan.zav@gmail.com","https://www.facebook.com/casaampeia/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1474","Iedera","pensiune","Romania","Pianu","Alba","","pensiunea.iedera@yahoo.com","https://www.facebook.com/pensiunea.iedera/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1505","Doctor Demeter Bela","pensiune","Romania","Rimetea","Alba","","drdemeter@freemail.hu","https://www.facebook.com/drdemeterbela/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1516","Szekely","pensiune","Romania","Rimetea","Alba","","office@trascaugroup.ro","https://www.facebook.com/pensiunea.szekely/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1523","Popas Sălciua","pensiune","Romania","Sălciua","Alba","","pensiune.popassalciua@yahoo.com","https://www.facebook.com/pensiunepopassalciua/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1527","Totu Bun","pensiune","Romania","Sălciua","Alba","","contact@pensiuneatotubun.ro","https://www.facebook.com/pensiuneatotubun/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1540","Axa","pensiune","Romania","Şpring","Alba","","office@hotelaxatravel.ro","https://www.facebook.com/hotelaxa/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1546","Livada Bunicilor","pensiune","Romania","Stremţ","Alba","","lorinmaris@yahoo.com","https://www.facebook.com/LivadaBunicilor/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1547","Casa David","pensiune","Romania","Şugag","Alba","","ghita.uscatu@yahoo.ro","https://www.facebook.com/Pensiunea-Casa-David-107959823199938/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1548","Petru","pensiune","Romania","Şugag","Alba","","uscatupetrica@yahoo.com","https://www.facebook.com/pensiuneapetru/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1552","Casa Iulia","pensiune","Romania","Şugag","Alba","","soradarius288@gmail.com","https://www.facebook.com/Pensiunea-Casa-Iulia-283323411860112/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1555","Perla Mărtiniei","pensiune","Romania","Şugag","Alba","","perlamartiniei@yahoo.com","https://www.facebook.com/perlamartinieisugag/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1558","La Cernat","pensiune","Romania","Şugag","Alba","","pensiunealacernat@yahoo.com","https://www.facebook.com/Pensiunea-Agroturistica-La-Cernat-462497194527156/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1567","Colţ Din Rai","pensiune","Romania","Şugag","Alba","","contact.coltdinrai@gmail.com","https://www.facebook.com/coltdinrai/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1578","Pensiunea Motilor","pensiune","Romania","Vadu Moţilor","Alba","","","https://www.facebook.com/Pensiunea-Mo%C8%9Bilor-881753478617363/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1582","Ioana","pensiune","Romania","Valea Lungă","Alba","","ady_adriano1@yahoo.com","https://www.facebook.com/AgroPensiuneaIoana","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1589","Dealul Cu Melci","pensiune","Romania","Vidra","Alba","","claudia74pop@yahoo.com","https://www.facebook.com/dealulcumelci/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1591","Drumul Iancului","pensiune","Romania","Vidra","Alba","","oana_nicusor@yahoo.com","https://www.facebook.com/people/Pensiunea-Drumul-Iancului/100047362726948/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1597","Drumul Dragostei","pensiune","Romania","Vinţu De Jos","Alba","","","https://www.facebook.com/DrumulDragostei?ref=ts&fref=ts","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1608","Casa Domeniile Vinului","pensiune","Romania","Aiud","Alba","","","https://www.facebook.com/domeniilevinului.casa","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1664","Margareta","pensiune","Romania","Alba Iulia","Alba","","office@hanulcuberze.ro","https://www.facebook.com/pensiuneamargaretaalbaiulia/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1710","Man President","pensiune","Romania","Blaj","Alba","","","https://www.facebook.com/PensiuneaManPresident/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1711","Montana Popa","pensiune","Romania","Blaj","Alba","","pensiune@montanapopa.ro","https://www.facebook.com/PensiuneMontanaPopa/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1737","Detunata","pensiune","Romania","Oraş Abrud","Alba","","","https://m.facebook.com/Pensiunea-Detunata-1650132248649370/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1741","Roua Muntelui","pensiune","Romania","Baia De Arieş","Alba","","rouamunteluibaiadearies@gmail.com","https://www.facebook.com/Pensiunea-Roua-Muntelui-1498509797033647/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1753","Poarta Raiului","pensiune","Romania","Oraş Cugir","Alba","","","https://www.facebook.com/pensiunea.poartaraiului","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1772","Răzvan","pensiune","Romania","Brazii","Arad","","dodumecea@yahoo.com","https://www.facebook.com/Agropensiunea-R%C4%83zvan-100959095109518/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1775","Rozsa","pensiune","Romania","Dorobanţi","Arad","","pensiunearozsa@gmail.com","https://www.facebook.com/pensiunearozsa/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1778","Minis","pensiune","Romania","Ghioroc","Arad","","agrotur@yahoo.com","https://www.facebook.com/pensiuneamonicageza/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1794","Lacul Liniştit","pensiune","Romania","Moneasa","Arad","","mayumi_moneasa@yahoo.com","https://www.facebook.com/mayumi.moneasa","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1814","Casa Din Fermă","pensiune","Romania","Pilu","Arad","","sabaunelida1980@yahoo.com","https://www.facebook.com/Pensiunea-agroturistica-CASA-DIN-FERMA-101466198368413/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1818","Carmen","pensiune","Romania","Săvârşin","Arad","","carmenistoc@yahoo.com","https://www.facebook.com/Pensiunea-Carmen-474991425871760/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1821","La Foresteria","pensiune","Romania","Şiria","Arad","","laforesteria@gmail.com","https://www.facebook.com/foresteria.la/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1846","Alexandra","pensiune","Romania","Zăbrani","Arad","","","https://www.facebook.com/pensiunea.alexandra.chesint/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1848","Frăgăria","pensiune","Romania","Zimandu Nou","Arad","","lafragaria@gmail.com","https://www.facebook.com/fragariaguesthouse/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1849","Route 94","pensiune","Romania","Zimandu Nou","Arad","","pensiunemonte94@yahoo.com","https://www.facebook.com/Pensiunea-Route-94-402676446851322/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
"1873","Casa Românească","pensiune","Romania","Arad","Arad","","bontea_ghita@yahoo.com","https://www.facebook.com/Casa-romaneasca-195848400606279/","nou","Bună ziua! Vă contactez din partea Trevoro, platformă românească pentru proprietari de cazări. Planuri transparente: Basic 99 lei/lună, Premium 149 lei/lună, Business 249 lei/lună, cu 0% comision pe rezervări. Înscriere: https://www.trevoro.ro/proprietari"
